index,title,heading,content,tokens
852,QuickBooks,Step by Step,"Topic: How to edit and resubmit rejected timesheets and disconnect QuickBooks Online from BigTime.

Solution: 
1. To edit and resubmit rejected timesheets, click the TIMESHEETS tab on the navigation bar and select the TIMESHEETS button. Then, click the REVIEW/UPDATE button at the bottom of the screen to access your rejected timesheets. Select the time entry you wish to edit and make the necessary changes. Once you have finished editing your time, click the SAVE button. After editing all of your rejected time, select the CLICK HERE button at the bottom of the screen to resubmit your time.

2. To disconnect QuickBooks Online from BigTime, click the QuickBooks menu item in the navigation bar at the top of the page. You'll find your QuickBooks connection settings within the INTEGRATION SETTINGS page. Click on the logo for QuickBooks (not QuickBooks Desktop) and then click the DISABLE link beneath the logo on this page. This will open a prompt to confirm that you would like to prevent BigTime from reading or writing any data to/from QuickBooks. Click DISCONNECT to confirm that you would like to disable access to QuickBooks Online. Once the disconnect request is confirmed, the connection with QuickBooks is terminated.",256
853,Tracking Time,Bigtime and DCAA Timekeeping Compliance,"Topic: BigTime's Time-Logging and Audit Trail Features for DCAA Compliance

Solution: BigTime provides professional service firms that work with the government an easy and comprehensive way to log and review time and maintain an audit trail for DCAA (Defense Contract Audit Agency) compliance. Once a firm is DCAA enabled, they can take advantage of these tools. The time-logging feature allows firms to easily track and record their employees' time spent on government contracts, while the audit trail feature ensures that all time entries are accurate and can be easily traced back to their source. By using BigTime's features, firms can ensure they are in compliance with DCAA regulations and avoid any potential penalties or legal issues.",142
854,Tracking Time,DCAA Timekeeping Features,"Topic: DCAA Timekeeping Features in BigTime

Solution: BigTime offers a process for staff to enter time, add notes, and sign off on this information daily to meet DCAA timekeeping requirements. The system prompts staff to add notes for auditing purposes, whether they log time through the web app or iPhone mobile app. Staff can add time for the active day and prior days, with an explanation for any changes made, but cannot enter time for future dates. They can choose between a weekly or daily view of their timesheets and switch between the two. For more information on the settings and process for DCAA timekeeping, see the articles ""Logging/Submitting Time for DCAA Compliance"" and ""DCAA Timekeeping Using BigTime Mobile.""",151
855,Tracking Time,Submitting and Printing Verified Timesheets,"Topic: Submitting and Printing Verified Timesheets
Solution: To submit a timesheet, click the hyperlink at the bottom of the timesheet that reads ""CLICK HERE TO SUBMIT THOSE HOURS."" Then select the time period for submission and verify any comments or add additional notes where needed. Once you've checked that all comments are accurate, you can verify this information with your electronic signature, which is your name and BigTime password. Then click the ""SUBMIT THIS TIMESHEET"" button to send it on for review. After completing the submission, you have the option of returning to your timesheet area or printing the timesheet you just submitted by clicking ""DOWNLOAD/PRINT THIS TIMESHEET."" You can also print submitted timesheets at any time by selecting the week you'd like to print and clicking the printer icon. The printed timesheet will display hours, audit log notes, and your digital signature. It is useful to set a timesheet submission deadline based on your firm's payroll schedule, and you can set the submission period and even lock timesheet entry beyond this period. Once staffers are ready to submit their timesheets, they will be asked to verify their submission with an electronic signature, which will simply be their name and BigTime password. Once verified time and audit notes are submitted, users can choose to print those submissions, and managers can also do this for any of their staffers.",280
856,Tracking Time,Reviewing and Approving Timesheets and Audit Logs,"Topic: Reviewing and Approving Timesheets and Audit Logs
Solution: Managers can enable review notifications for timesheets and audit notes submitted by staffers. They can approve whole timesheets or approve time entries one at a time or in bulk. Managers can view and edit notes, send submissions back to staffers for corrections, and then approve entries with their own electronic signatures. When managers approve entries, they will be approving user-verified time and notes and any corrections made. This signature will then be combined with all of this data and available from the Report Center in BigTime for necessary DCAA audit trail reporting. For more information on the review and approval process, see DCAA Timesheet Review and Approval.",140
857,Tracking Time,DCAA Audit Reporting,"Topic: DCAA Audit Reporting
Solution: BigTime's DCAA timekeeping features allow managers and admins to easily generate a weekly timesheet report that includes all time entries, audit log information, and digital signatures. This report can be submitted to payroll and used during a DCAA audit. For more information on audit reporting in BigTime, read ""DCAA Timesheet Audit Trail Reporting.""",78
858,Tracking Time,Logging/Submitting Time for DCAA Compliance,"Topic: Time Entry for DCAA Compliance
Solution: BigTime's Workflow for DCAA Compliance

When it comes to time entry for DCAA compliance, BigTime offers a workflow that is similar to its regular time-tracking process. This workflow ensures that staffers are tracking time in accordance with DCAA compliance regulations. 

To comply with DCAA regulations, staffers are required to add audit log notes with each time entry, log any changes and edits, and certify their timesheets when submitting them for review and approval. By following this workflow, companies can ensure that their time entry process is compliant with DCAA regulations. 

For more information on BigTime's workflow for time entry and DCAA compliance, you can refer to their website.",146
859,Tracking Time,DCAA-Compliant Time Logging,"Topic: DCAA-Compliant Time Logging
Solution: To log time in BigTime, go to the Timesheets area accessible from the TIME/EXPENSE...TIMESHEETS tab on the menu bar. Select a job and category from the picklists and enter hours in the box beneath the date. Add audit notes for the active day to save the time entry. If adding a time entry for a previous day, explain the reason for the change with an audit log entry. Logging time ahead for billable work is not allowed. Click the SAVE button to record the time entry.",118
860,Tracking Time,TIP: Edit and Resubmit Rejected Time,"Topic: How to edit and resubmit rejected timesheet entries in BigTime.

Solution: If you receive a notification that your timesheet entries have been rejected, you can edit and resubmit them by following these steps. First, check your BigTime inbox for the notification. Then, go to the ""Timesheets to Submit"" area of your timesheet and look for the notice that corrections are needed. Select the text that reads ""REVIEWED/UPDATED"" to review and correct the rejected hours. Once you have made the necessary changes, send the timesheet back for review and approval. This process will ensure that your timesheet entries are accurate and approved in a timely manner.",139
861,Tracking Time,Tips for Administrators,"Topic: Tips for Customizing Time Entry for DCAA Timekeeping Process
Solution: System administrators can customize time entry by setting submission periods, locking timesheet entry, setting time entry rounding, adding additional columns to the timesheet form, and making certain detail fields required for staffers to complete. Additionally, system admins can submit time entries and print verified timesheets on behalf of staffers. BigTime keeps a record of who completed the submission, which is available from the weekly Certified Timesheet Report. For more reporting options, check out DCAA Timesheet Audit Trail Reporting.",113
862,Tracking Time,DCAA Timesheet Review/Approval,"Topic: Timesheet Review and Approval for DCAA Compliance
Solution: The article explains that in order to comply with DCAA regulations, firms must activate an approval workflow (either by project or by manager) and provides details on how to configure these settings. The article also outlines the unique steps required for timesheet review by managers for DCAA compliance.",70
863,Tracking Time,Viewing and Editing Timesheets,"Topic: Viewing and Editing Timesheets
Solution: From the timesheet review area, you can drill into a time entry detail and edit certain fields like the billable hours, bill rate, and notes. However, admins and managers are not allowed to edit input hours by default. If there is a need to edit hours, click the ""UNLOCK ENTRY"" button to open up all the fields for editing on the time entry detail. Note that this falls outside of the accepted time review process for DCAA timekeeping and will be noted in the audit log. To make the DCAA auditing process easier, explain the reason for the change in the Daily Audit Log Note portion of the form. To view audit log history for time entries, click ""SHOW AUDIT LOG"" above the Notes field within the time entry detail.",164
864,Tracking Time,"""TIP: Unlock, Edit, and Delete Time Entries From a Staffers Profile""","Topic: How to Unlock, Edit, and Delete Time Entries from a Staffer's Profile
Solution: System admins can easily unlock and edit/delete time entries from a staffer's profile by following these steps: 
1. Go to MY COMPANY...STAFF LIST 
2. Select the staffer you want to edit/delete time entries for 
3. Click on the TIME tab 
4. Select a timesheet from the Date Range column 
5. This will display all entries for that timesheet 
6. Select the entries you want to delete or drill into the input hours and unlock the entry 
7. You can now edit or delete the time entries as needed.",133
865,Tracking Time,Rejecting Submitted Timesheets,"Topic: Rejecting Submitted Timesheets
Solution: Managers can reject entire timesheets or specific entries and include notes about the rejection. The rejected entry will be recorded in the audit log, but the reason for rejection is not captured in the log. Staffers can receive a notification to their BigTime inbox when time is rejected and can find and edit any rejected entries from the bottom of their Timesheets page.",81
866,Tracking Time,Approving Submitted/Corrected Timesheets,"Topic: Approving Submitted/Corrected Timesheets
Solution: Managers can approve single timesheets or drill down into individual entries to approve one at a time or in bulk. When approving certain entries, they will be prompted to confirm approval with their electronic signature. To approve an entire timesheet from the Review/Approve Timesheets area, managers can check off the timesheet they'd like to approve and click the ""APPROVE"" button in the top left corner. They will then be taken to a page to verify all user-submitted information and audit log notes, and acknowledge it with their electronic signature.",123
867,Tracking Time,TIP: Choosing the Right Timesheet Approval Workflow,"Topic: Choosing the Right Timesheet Approval Workflow
Solution: BigTime allows for easy assignment of review/approval rights to multiple managers by choosing multiple levels for timesheet approval.

For employees who work on multiple projects, it is common for multiple project managers to need to review and approve their time. To simplify this process, BigTime offers the ability to assign review and approval rights to multiple managers by selecting multiple levels for timesheet approval. By clicking ""EDIT SETTINGS"" on the Timesheet Approval tile, you can assign different managers from picklists to primary, secondary, and final approval status. This feature streamlines the timesheet approval process and ensures that all necessary managers have reviewed and approved the employee's time.",143
868,Tracking Time,DCAA Timesheet Audit Trail Reporting,"Topic: How to print a weekly Certified Timesheet Report from the Report Center in BigTime for DCAA timekeeping and compliance.

Solution: 
1. Navigate to your Report Center by clicking on ""ANALYTICS...REPORT CENTER.""
2. Select the ""TIME TRACKING"" Tile. Once you select it, the tile will be highlighted in blue.
3. Underneath the Time Tracking tile, you'll find a section called ""Verified Weekly Timesheets."" Click the hyperlink ""PRINT WEEKLY TIMESHEETS"" to print a set of weekly timesheets.
4. Set report specifics from the Report Wizard and print. You'll be prompted to select a date range and staffers for inclusion on the report from the Selected Staff picklist. Once you've made your selections, click the ""PRINT"" button.
The timesheet report will download as a PDF file to your machine. It provides the information needed for certified timesheet reports for DCAA auditing compliance, detailing staffers' hours and audit log notes, a history of any audit note changes, and manager verification and approval.",215
869,Tracking Time,TIP: Add Audit Log Data to Any Time-Related Report,"Topic: Adding Audit Log Data to Time-Related Reports
Solution: To add audit log data to any time-related report, including the Certified Timesheet Report, users can take advantage of the offerings from BigTimes Report Center. This can be done by copying and customizing a report to select and add time audit log details. More information on creating new reports or customizing existing reports can be found on the BigTimes website.",85
870,Tracking Time,DCAA Timekeeping Using Bigtime Mobile,"Topic: Using BigTimes Mobile App for iPhone for Timekeeping Compliance
Solution: The BigTimes mobile app for iPhone allows users to log time on the go and maintain DCAA timekeeping compliance by entering and submitting time and audit notes just as they would on the web app. To download and get to know the mobile app for iPhone, users can read the guide provided.",74
871,Tracking Time,Logging Time and Audit Notes on the Mobile App,"Topic: Logging Time and Audit Notes on the Mobile App
Solution: To log time and audit notes on the BigTime mobile app, follow these steps:
1. Click on the ""TIMESHEETS"" tile after logging in with your BigTime credentials.
2. Select the day for which you want to add a time entry. You can also click on the ""ADD TIME"" text at the bottom right of the screen.
3. Fill out all required information, including hours, job, category, and notes, and click ""SAVE"" when you're finished.
4. When you're ready to submit your timesheet, click on the ""SUBMIT"" button located at the bottom left corner of your timesheet.
5. A pop-up box will appear on your screen asking you to verify any changes or notes. After reviewing and making any edits, click the ""SIGN+SUBMIT"" button at the bottom of the screen.
6. Enter your electronic signature and then click ""SUBMIT"" to send your timesheet for review and approval.",211
872,Tracking Time,How Billable/Non-Billable Approval Works,"Topic: Billable/Non-Billable Approval Process

Solution: The billable project hours are filtered to the team lead for a project. The team lead can approve or reject these hours from the ""Pending Approvals"" section, as long as the project associated with them has been marked as billable. If there is no team lead, the system admin can approve the hours. On the other hand, non-billable time is filtered to the staffer's manager. Managers can see all submitted time, including billable hours, but they can only approve non-billable hours. The manager can see the billable hours logged to the project but cannot take any action on them.",138
873,Tracking Time,Using Billable/Non-Billable Approval,"Topic: How to use Billable/Non-Billable Approval
Solution: To use Billable/Non-Billable Approval, there are three things that need to be in place: identifying a team lead for a project, creating an internal project and indicating that it's non-billable, and identifying a manager for the project and granting them managerial rights over a specific department. 

To identify a team lead for a project, navigate to ""MY COMPANY...PROJECT LIST"" and click on a project. The Project Dashboard for that project will appear on the right side of the window. Click on the ""TEAM"" tab and add a staff member, their role, and check the box under ""LEAD"". Click ""SAVE CHANGES"" to save your work.

To create an internal project and indicate that it's non-billable, navigate to ""MY COMPANY…PROJECT LIST"" and select your internal project. The Project Dashboard for that project will appear on the right side of the window. Under the ""DETAILS"" tab, check the box next to the phrase ""HOURS/EXPENSES BILLED TO THIS PROJECT SHOULD BE CONSIDERED NON-BILLABLE"". Then, click ""SAVE CHANGES"" to save your work. If you want all of your staffers to be able to apply time to this internal project, check the box next to the phrase ""ALLOW EVERYONE TO BILL TIME/EXPENSES TO THIS PROJECT"".

To identify a manager for the project and grant them managerial rights over a specific department, navigate to ""MY COMPANY...STAFF LIST"" from your navigation bar and select a staffer from your list on the left side of your window. The staffer's Dashboard will appear on the right side of your window. Click on the ""USER RIGHTS"" tab. Under the ""USER RIGHTS"" header, check the box next to ""MANAGEMENT"" or a similarly named field. Under the ""MANAGEMENT AUTHORITY"" header, select a department this staffer should have managerial rights over. Click ""SAVE"" to save your work.",413
874,Tracking Time,Get the Big Picture: Vendor Bills for Time,"Topic: Vendor Bills for Time
Solution: This article provides an overview of vendor bills for time, including what it is, why you would use it, and how to get started with it. It summarizes key aspects of this feature and directs readers to specific articles for more information. By reading this article, readers can gain a better understanding of vendor bills for time before diving into the details.",78
875,Tracking Time,Vendor Bills for Time: What It Is and Why To Use It,"Topic: Vendor Bills for Time

Solution: Vendor bills for time is a feature in BigTime that allows firms to track the hours of their vendors or contractors and pool them together into a bill that will be posted to QuickBooks. This feature makes it easy for financial admins to run a report and see how much they owe the vendor. Staffers can log their time in a timesheet as usual, and the review and approval process will work the same way. It is important to note that BigTime also has vendor bills for expenses, which posts to QuickBooks based on expenses, but this article series focuses on vendor bills for time.",127
876,Tracking Time,How It Works,"Topic: How to Activate Vendor Bills for Time and Create Bills on QuickBooks
Solution: To activate vendor bills for time, determine how you want your vendor bills for time to be summarized. Once activated, staffers can log their time into their timesheet as usual, and the review and approval process will work the same way. As soon as a staffer submits their hours, it will go through the typical approval process and immediately be available to begin creating a bill. To create bills for time, go to the Vendor Bills Dashboard on QuickBooks and select ""Create Vendor Bills."" From there, you can view or edit a drafted bill, as well as post or delete a bill. The dashboard includes tiles for unposted vendor time (all unbilled time for staffers and vendors), drafts (vendor bills that are drafted but still in process), and posted bills (bills that have been posted to your accounting system).",181
877,Tracking Time,The Information You Need,"Topic: How to obtain vendor bill information through Timesheet report.

Solution: To obtain vendor bill information through Timesheet report, you can add extra fields to the report. This will provide you with the necessary information you need to track vendor bills. Simply follow the steps to add the extra fields to your Timesheet report and you will have access to the vendor bill information you need.",76
878,Tracking Time,Get To Know Your Vendor Bills for Time Dashboard,"Topic: Understanding the Vendor Bills Dashboard in QuickBooks
Solution: To access the Vendor Bills Dashboard in QuickBooks, click on ""QuickBooks...Create Vendor Bills"" from the navigation bar. Once on the dashboard, there are several tiles that represent different functions. Moving from left to right, each tile has its own customization options and workflow. Understanding what each tile does and how they work together can help streamline the process of managing vendor bills in QuickBooks.",91
879,Tracking Time,Unposted Vendor Time,"Topic: Unposted Vendor Time
Solution: The article explains that the ""Unposted Vendor Time"" tile contains all unposted vendor time that has not been added to a bill. It shows the staffer, vendor, hours, and costs that have not been added to a vendor bill. The article also highlights three points on the dashboard: a detailed view of submitted time, advanced filters, and a gear icon.",82
880,Tracking Time,A Detailed View of Submitted Time,"Topic: How to view and create bills for submitted time in the Vendor Bill Dashboard.

Solution: To get a detailed view of a staffer's submitted time in the Vendor Bill Dashboard, click on the hyperlinked dollar value in the ""WIP"" column. For example, clicking on the dollar amount in Erin Jones' WIP in the ""Cost"" column will display all of her time entries. From this detailed view, you can create a bill by checking a box next to the staffer's name and clicking the ""CREATE BILL"" button. If there are multiple time entries, you can select the entries you want to include on the bill. You can also drill down further into costs by clicking on the hyperlinked dollar amount in the ""COST"" column. To navigate back to the Vendor Bill Dashboard, click ""BACK TO WORK-IN-PROGRESS BY VENDOR"".",174
881,Invoicing,Advanced Filters,"Topic: Using Advanced Filters in BigTime for Detailed Project Search
Solution: Click on ADVANCED FILTERS to conduct a detailed project search in BigTime. The filters you choose will affect the invoices you create. You can exclude unapproved time and expenses from your invoices by checking the boxes: only show/bill approved time and only show/bill approved expenses. This customization option allows your invoices to include the information that's important to you and relevant to your client. 

To use the Advanced Filters in BigTime, click on the ADVANCED FILTERS button. A new window will pop up with several options to choose from. The options include WIP Filter, Project Type, Invoice Type, and Team Lead. 

To use the WIP Filter, click in the text box and select the dates you want BigTime to search. For example, from October 1, 2017 to October 25, 2017. The selected date range will only generate an invoice for time and expenses during that date range. 

To select the Project Type, click the red triangle and a picklist of values will populate. Select the type of project from the values provided. 

To select the Invoice Type, click the red triangle and a picklist will populate with several invoice types: fixed fee, manual invoice, and time and materials. Select an invoice type for this project. 

To select the Team Lead, click on the red triangle and a picklist with your staffers will populate. Then, you can select the project's team lead. 

Check the dialog boxes ""Only show/bill approved time"" and/or ""only show/bill approved expenses"" if you only want BigTime to show and bill approved time and/or expenses, respectively. This feature allows you to exclude unapproved time and expenses from your invoices. Remember to click APPLY to save and apply your changes. BigTime will populate your WIP window based on your selections.",388
882,Tracking Time,Gear Icon,"Topic: Adjusting Dashboard Columns
Solution: To adjust the columns on your Dashboard, follow these steps: 

1. Click on the gear icon located on the Dashboard. 
2. Select or deselect the fields that you want to appear as columns on your Dashboard. 
3. Use the six dots to adjust the placement of the columns. 
4. Click on the apply button to save your changes. 

By following these steps, you can easily customize the columns on your Dashboard to display the information that is most important to you.",107
883,Tracking Time,Drafts,"Topic: Understanding the Drafts Tile on the Vendor Bills Dashboard
Solution: The Drafts tile on the Vendor Bills Dashboard is where bills that have been created but not yet posted are stored. This tile provides important information such as the total cost of a drafted bill, reference number, and the bill and QuickBook statuses. Users can take action by posting or deleting a bill, viewing and editing a bill, or customizing their window. To access the Drafts tile, simply click on it on the Vendor Bills Dashboard.",104
884,Tracking Time,Post or Delete a Bill,"Topic: How to Post or Delete a Bill
Solution: To post a bill, select the bill(s) you want to post by checking the box(es) next to the staffer's name. Then, click the white arrow next to ""Bulk Actions"" and select ""Post"" from the picklist. To delete a bill, select ""Delete"" from the picklist. If you delete a bill, the time associated with that bill will go back to the Unposted Vendor Bill time.",98
885,Tracking Time,View and Edit a Bill,"Topic: How to View and Edit a Bill in Vendor Bill Detail Screen
Solution: To easily view and edit a bill, click on the hyperlinked dollar amount in the TOTAL COST column. This will direct you to the Vendor Bill Detail screen where you can view the bill and make any necessary changes. From this screen, you can also choose to post the bill.",73
886,Tracking Time,Customize Your Window,"Topic: Customizing Your Drafts Tile
Solution: Apply advanced filters, add date range, show bill approved time, select/deselect fields using gear icon, adjust column placement, and click apply to apply changes.

To customize your Drafts tile, you have several options available. First, you can apply advanced filters to your Draft tile, just like the Unposted Vendor Time tile discussed above. This allows you to filter your drafts based on specific criteria. You can also add a date range if you wish.

Additionally, you can choose to only show bill approved time by checking the respective box. This will help you to better manage your time and ensure that you are only working on billable tasks.

To further customize your Drafts tile, you can use the gear icon to select or deselect fields, which appear as columns on your Dashboard. You can also adjust the column placement using the intersecting arrows. Once you have made your changes, remember to click apply to apply your changes.

By customizing your Drafts tile, you can better manage your time and ensure that you are working on the most important tasks.",223
887,Tracking Time,Posted Bills,"Topic: Using the Posted Bills Tile in QuickBooks and BigTime

Solution: The Posted Bills tile in QuickBooks and BigTime contains all bills that have been posted to QuickBooks. It provides a lot of information at a glance, including the staffer's name and the bill and QuickBook statuses. The IS PAID column indicates whether or not a bill has been paid. If a bill is marked as paid in QuickBooks, it will also be marked as paid in BigTime in the respective column. To navigate through time, simply click on the respective triangles. To view a detailed breakdown of a bill, click on the hyperlinked dollar amount in the TOTAL COST column.",135
888,Tracking Time,How To Set Up Vendor Bills for Time,"Topic: Setting up Vendor Bills for Time in BigTime and QuickBooks
Solution: To activate and set up vendor bills for time in BigTime and QuickBooks, follow these steps:

1. Click MY COMPANY...MY COMPANY from your navigation bar.
2. Click ACTIVE FEATURES.
3. Flip the switch next to VENDOR BILL (TIME) to ON to activate this feature.
4. Click the blue SAVE button near the bottom-right of your window.
5. Navigate to your Staff List and select a staffer whose time you want to be converted to a vendor bill.
6. The staffer must be linked to a vendor account in QuickBooks. Select your staffer's name from the picklist under VENDOR and check the box next to POST TIME AS BILL.
7. Set the cost rate for the staffer, which will be used to calculate their time on the Staff Dashboard. If there are custom rates set up on a Project, those rates will take priority over the staffer's base cost rate.

Vendor bills make it easy for financial admins to run reports and see how much they owe vendors for time worked. Staffers can log their time as usual, and the review and approval process will work the same way. Note that BigTime also has vendor bills for expenses, which posts to QuickBooks based on expenses, but this article focuses on vendor bills for time.",272
889,Tracking Time,Customize Vendor Bills,"Topic: Customizing Vendor Bills in BigTime
Solution: To customize vendor bills in BigTime, follow these steps:
1. Click on ""QuickBooks Integration Settings"" from the navigation bar.
2. In the new window that appears, click on the ""Manage"" hyperlink within the QuickBooks tile.
3. Click on the ""Vendor Bills"" tab at the top and select the settings you want to summarize your vendor bills.
4. Scroll down to the ""Default Accounts"" section and select ""Accounts Payable"" from the picklist for where bills should be posted to. Then, choose a default service item for each time entry that can be linked to a service item via labor codes or tasks. If no service item is selected, BigTime will use the default service item.
5. You can also choose a reference number auto-numbering format for reporting and tracking purposes. The auto-numbering format system includes options for Year (Y), Month (M), and auto-increment value (P).
6. Once you have customized your vendor bills, you are ready to create them.",218
890,Tracking Time,FAQ: Vendor Bills,"Topic: Commonly Asked Questions about Vendor Bills for Time
Solution: 
1. To determine which staffers post to QuickBooks as a bill, go to the Staff Dashboard for a particular staffer (MY COMPANY...STAFF LIST) and select a staffer's name. Then, select the staffer's name from the picklist under Vendor and check the box next to ""POST TIME AS BILL"".
2. Staffers do not need to do anything differently in order to create a vendor bill. They will enter and submit their time as usual, and the review and approval process will work the same way.
3. If you get an error when choosing the setting ""Post Time as Bill"" on the Staff Dashboard for a particular staffer, make sure that the staffer is linked to a vendor and that you have selected the vendor from the picklist on the Staff Dashboard.
4. For staffers marked to Post Time as Bill, their time will automatically be flagged as Posted in the Post Timesheets screen.
5. If a staffer's time isn't being added in the Create Vendor Bill screen, even though the staffer is linked to a vendor, check the setting on the Staff Dashboard for that staffer.
6. If you delete a bill, the time associated with that bill will go back to the Unposted Vendor Bill time.
7. More than one staffer can be linked to the same vendor, which will create a separate bill for each staffer.",285
891,Tracking Time,Using Timers,"Topic: Using Timers to Track Time for Clients and Projects
Solution: The article explains how to access timers, keep track of total time with timers, and configure timers for remote staff in different time zones. By using timers, users can easily track their time in real-time for specific clients or projects and transfer the clocked time to their timesheet, eliminating the need for manual time entry. The article provides a step-by-step guide on how to use timers effectively and efficiently.",96
892,Tracking Time,Access Timers,"Topic: Accessing Timers in BigTime
Solution: There are two ways to access the timer feature in BigTime. The first way is to click on the clock icon located on your navigation bar. The second way is to click on the workflow task board to get to your task dashboard, and then click on the clock icon next to a task to start a timer. If you are unsure how to start a timer, click on the provided link to learn about creating timers.",96
893,Tracking Time,Keep Track of Total Time,"Topic: The Benefits of Using Timers for Tracking Time on Projects
Solution: Timers are a useful tool for keeping track of the total amount of time worked on each project. They can be started and stopped at any time, and you don't have to be logged into a specific platform to use them. This means that you can start a timer, turn off your computer or tablet, and come back later to find that the timer is still running. By using timers, you can accurately track the time spent on each project, which can help with project management and billing. Additionally, timers can help you stay focused and productive by providing a visual reminder of how much time you have left to complete a task. Overall, using timers is a simple and effective way to improve your workflow and productivity.",159
894,Tracking Time,Create Timers,"Topic: How to create and switch between timers in BigTime
Solution: To create a timer in BigTime, follow these steps: 
1. Click on the ""Timers"" tab in the top navigation bar.
2. Click on the ""New Timer"" button.
3. Enter a name for your timer and select the project it will be associated with.
4. Click ""Start Timer"" to begin tracking time.

To switch between timers, follow these steps:
1. Click on the ""Timers"" tab in the top navigation bar.
2. Click on the timer you want to switch to.
3. Click ""Start Timer"" to begin tracking time on the new timer.

Remember, you can create as many timers as you'd like in BigTime, but only one can be running at a time. By following these steps, you can easily create and switch between timers to keep track of your time spent on different projects.",188
895,Tracking Time,Create a Timer,"Topic: How to Create a Timer using BigTime

Solution: Follow these steps to create a timer using BigTime:

1. Click on the CLOCK ICON located on the navigation menu. The first time you use the timer, you will see a screen that looks like the one shown above.

2. Click on the ADD/START TIMER button located at the bottom-right corner of the timer box. This will take you inside the timer, and you will see the timer running automatically.

3. Add information associated with each timer you create, such as project, category, and task. This will help you stay organized, and you will need this information when BigTime converts your timers to timesheet entries. The fields on your screen may look different than the ones shown above, depending on how your administrator customized your settings.

4. Click on the SAVE button located at the bottom-right corner of the timer window to save your timer.

By following these simple steps, you can easily create a timer using BigTime and stay organized with your projects and tasks.",209
896,Tracking Time,TIP: Pause an Active Timer,"Topic: Tips for Pausing Active Timers
Solution: To pause an active timer, simply click on the ""PAUSE TIMER"" button. You can create additional timers by repeating the steps above.",40
897,Tracking Time,Switch Between Timers,"Topic: How to switch between timers.

Solution: To switch between timers, access the timer feature by clicking the clock icon on your navigation menu. You will be directed to your list of timers. Find the timer associated with the project you need to work on and click on it. The active timer is always in red with a clock icon. Then, click ""START TIMER"" to begin clocking time. Create as many timers as you'd like and switch between them during your day.",97
898,Tracking Time,Active Running Timer Notification,"Topic: How to activate and create an active timer notification for staffers.
Solution: As an admin, follow these steps to activate and create an active timer notification for staffers:
1. Click ""MY COMPANY...NOTIFICATIONS"" from your navigation bar.
2. Check the box next to ""OPEN TIMER NOTIFICATIONS"". You'll find this option toward the end of your window.
3. Click ""SAVE"" to save this selection.
4. Click ""EDIT NOTIFICATIONS"". This will take you to a new window where you can create and/or edit the notification.
5. Select ""OPEN TIMERS"" from the picklist under the header, ""NOTIFICATION TYPE"".
6. Create your active timer notification. You can customize the pre-populated fields. For example, update the subject or body of the message. You can also specify when (i.e., time of day) the message is sent. The time is determined by the time zone selected for your firm.
7. Click ""SAVE"" to save your work.",203
899,Tracking Time,How To Change Time Zones,"Topic: Changing the Default Time Zone in BigTime

Solution: By default, BigTime is set to Pacific Standard Time. However, it is possible to change the default time zone for your entire firm or for an individual staffer. This article will discuss both options.

If your firm operates in a different time zone than Pacific Standard Time, it is recommended that you update the time zone in BigTime to ensure that the time your staffers enter is applied to the correct days. To change the default time zone for your entire firm, go to the ""Settings"" tab and select ""Firm Settings."" From there, you can select the time zone that applies to your firm.

If you only need to change the time zone for an individual staffer, go to the ""Staff"" tab and select the staffer's name. From there, you can select the time zone that applies to that staffer.

By updating the default time zone in BigTime, you can ensure that your firm's time tracking is accurate and efficient.",201
900,Tracking Time,Change Time Zones for Your Entire Firm,"Topic: Changing Time Zones for Your Entire Firm
Solution: To change the time zone for your entire firm, follow these steps:
1. Click on ""MY COMPANY...MY COMPANY.""
2. Find the ""HOME TIME ZONE"" field near the bottom of the window. You can either begin typing your time zone in the smart field, and BigTime will generate the results, or click on the red triangle to access a picklist of time zone options.
3. Once you have selected the correct time zone, click ""SAVE"" to save your changes.",112
901,Tracking Time,Change Time Zones for an Individual Staffer,"Topic: Changing Time Zones for Individual Staff Members
Solution: To change the time zone preferences for a specific staff member, follow these steps:

1. Navigate to the ""MY COMPANY...STAFF LIST"" page to access the list of active staff members.
2. Click on the name of the staff member whose time zone preferences you want to change to open up their staff details.
3. Scroll down to the ""Budget/Management Settings"" section on the staffer's dashboard and look for the ""Home Time zone"" option.
4. Click on the red arrow to generate a picklist of options and select the appropriate time zone for the staffer.
5. Click ""SAVE CHANGES"" to save your work.

By following these steps, you can easily change the time zone preferences for individual staff members who work in drastically different time zones. This will ensure that their schedules and deadlines are accurately reflected in your company's system.",184
902,Tracking Expenses,Entering Expenses in Bigtime,"Topic: Expense Management in BigTime
Solution: Staffers can easily enter reimbursable or non-reimbursable expenses, such as service fees or corporate card expenses, in BigTime. Additionally, they can indicate whether or not an expense is billable to the client. BigTime supports several different expense types, and for more information, you can refer to additional articles.",76
